,budget_x,movie_facebook_likes,War,actor_3_facebook_likes,Drama,Action,cast_total_facebook_likes,cinematographer,mpaa,composer
276,0.183466645,-0.569035602,0,-0.395709534,1,0,-0.758695434,65,2,106
277,0.306380387,-0.539328748,0,-0.407939257,1,1,-0.804272366,0,3,77
278,-0.0752123,-0.000785475,0,-0.202930475,1,0,-0.309168173,26,1,4
279,-0.511584752,0.567464652,0,-0.231895609,0,1,-0.248085177,21,2,147
280,-0.321238255,-0.569035602,0,-0.429180355,0,1,-0.805312709,122,2,35
281,-0.106097638,-0.557228627,0,-0.279527163,0,0,-0.736996851,61,2,54
282,0.2824566,-0.569035602,0,-0.37607761,0,0,-0.561773364,51,1,54
283,-0.186062165,-0.348049441,0,-0.388307333,1,0,-0.247441155,61,2,168
284,-0.005102772,-0.569035602,0,-0.26536643,0,1,-0.711830458,239,1,34
285,0.067982273,-0.569035602,0,-0.295618904,0,1,0.206495178,16,2,104
286,0.067982273,-0.474327247,0,-0.411801275,0,1,-0.696671175,97,2,45
287,-0.325572216,-0.190202184,0,-0.303986609,1,0,0.952817437,100,3,56
288,0.31786768,-0.569035602,0,-0.155620756,0,1,-0.587336078,193,2,184
289,0.170827882,-0.569035602,0,-0.141460024,1,0,0.177415114,61,2,99
290,-0.106399168,1.230423134,0,1.145879269,0,1,1.419832368,115,3,27
291,-0.211253528,3.850687609,0,-0.278239823,0,1,1.597532862,249,2,91
292,-0.139734711,1.198853683,0,-0.314928993,0,0,-0.076874441,143,3,33
293,-0.128224028,0.125492331,0,-0.427893016,0,1,0.372801439,76,2,5
294,0.116033416,-0.569035602,0,-0.327802386,0,0,-0.198247793,61,2,174
295,-0.238947635,-0.569035602,0,-0.227389921,0,0,-0.674823971,245,0,130
296,-0.204362955,-0.127063281,0,3.076888207,0,0,1.068790913,243,2,168
297,-0.037613243,-0.569035602,0,3.076888207,0,1,1.342698365,61,2,184
298,0.147396161,-0.569035602,0,-0.352905502,1,0,0.246919935,163,2,79
299,-0.037613243,-0.569035602,0,-0.303986609,0,0,-0.240951396,164,1,168
300,0.186761452,-0.569035602,0,-0.200033961,1,0,-0.042939443,40,3,179
301,-0.139734711,0.030783977,0,-0.301411931,0,0,-0.067858135,243,2,168
302,-0.037613243,-0.569035602,0,-0.168815984,0,1,-0.597343187,49,2,27
303,0.12396444,-0.569035602,0,4.686062322,1,0,2.150797183,126,3,71
304,-0.106399168,0.062353428,0,2.755053384,1,1,1.342648825,66,3,22
305,-0.296139261,-0.569035602,0,-0.451065123,0,0,-0.813833613,130,1,33
306,-0.037613243,-0.569035602,0,-0.440444574,1,0,0.222892966,59,2,186
307,-0.459402262,2.019659422,1,-0.238975975,1,1,0.13456289,216,3,173
308,-0.106399168,-0.569035602,0,-0.342606788,0,0,-0.658921585,182,1,99
309,-0.139734711,-0.569035602,0,-0.376721279,0,0,-0.609480522,164,1,168
310,0.108840538,-0.569035602,0,-0.301733765,1,0,0.116976139,242,3,157
311,0.186761452,-0.474327247,0,-0.430467695,0,1,-0.78153344,68,2,114
312,0.226953414,-0.569035602,0,-0.199390292,0,1,0.408569423,176,3,152
313,-0.041310784,-0.539013053,0,-0.41083577,0,1,-0.734718005,189,1,89
314,0.267989407,-0.569035602,0,-0.251527533,0,0,0.371315235,243,2,174
315,0.250899873,-0.569035602,0,-0.182976716,0,1,0.466630471,172,2,46
316,-0.072363579,-0.569035602,0,-0.141460024,0,1,0.021660904,175,2,163
317,0.267989407,-0.569035602,0,-0.404399074,1,0,-0.786190213,10,2,182
318,-0.204362955,-0.569035602,0,-0.395709534,0,0,-0.778957353,121,1,151
319,-0.629819502,-0.569035602,0,-0.450099619,0,1,-0.828497496,93,2,63
320,-0.072363579,-0.569035602,0,-0.453639802,1,0,-0.845935626,65,2,11
321,0.147396161,-0.569035602,1,-0.14725305,0,1,1.297567295,29,2,27
322,-0.083762294,0.09392288,0,-0.266331935,0,1,-0.03828267,61,2,172
323,0.018598044,-0.537623998,0,-0.463294847,0,1,-0.876501895,187,2,77
324,-0.310422688,0.346478492,0,-0.291113216,1,0,-0.73655099,213,2,89
325,-0.191819067,-0.569035602,0,-0.230930104,0,1,0.502695695,59,1,13
326,0.567836049,-0.569035602,0,-0.141460024,1,1,0.952668817,228,2,91
327,-0.159577296,-0.569035602,0,-0.285320189,0,0,0.481046653,60,1,168
328,0.053669278,-0.569035602,0,-0.215160198,0,1,0.37656649,159,2,47
329,-0.002133149,-0.569035602,0,-0.35805486,0,0,-0.761519222,195,2,102
330,0.168232862,-0.555997418,0,-0.16591947,0,0,0.513000045,245,1,130
331,0.100532719,-0.569035602,0,-0.191344421,0,1,-0.643068739,44,2,182
332,-0.05396965,-0.032354926,0,-0.45750182,1,0,-0.060228953,75,3,105
333,0.143293725,-0.569035602,0,-0.300768261,0,1,0.183409472,172,2,137
334,-0.143208759,-0.569035602,0,-0.145322041,0,1,0.399701737,170,3,45
335,0.034092026,-0.569035602,0,-0.385732654,0,0,-0.786685615,42,1,189
336,-0.005908339,-0.221771635,0,-0.357733025,1,0,-0.234957039,106,2,174
337,-0.579652727,-0.540844082,0,-0.336491926,0,0,-0.779006893,256,3,184
338,-0.299536615,2.745756806,0,-0.153367912,0,0,-0.217122587,170,2,27
339,-0.106399168,-0.190202184,0,0.824044446,0,0,0.535144489,243,2,168
340,-0.350154972,-0.063924378,0,-0.388629168,1,0,-0.074100193,110,2,106
341,0.143293725,-0.569035602,0,-0.222562399,1,1,-0.706975524,59,2,91
342,-0.109946172,-0.569035602,0,4.364227499,1,0,2.127810557,233,3,91
343,-0.535821129,-0.569035602,0,-0.244447167,1,0,-0.089457638,115,2,104
344,-0.086921047,-0.569035602,1,-0.210010841,1,1,-0.055225399,162,3,120
345,-0.207695564,-0.569035602,0,-0.165597635,0,1,0.372107877,219,2,166
346,-0.357658829,0.788450813,0,-0.429824025,0,1,-0.09708682,123,2,44
347,0.108840538,-0.569035602,0,-0.418881641,1,0,-0.2562593,126,2,79
348,-0.07598507,-0.569035602,0,-0.165597635,0,0,-0.019606036,258,1,60
349,0.226953414,-0.569035602,0,-0.401180726,1,0,-0.186308618,47,2,35
350,-0.238947635,0.378047943,0,-0.391847516,1,1,-0.049726443,26,3,183
351,0.030237557,-0.548578597,0,-0.289182207,0,1,-0.181651845,16,2,8
352,0.104822482,-0.547473666,0,-0.258286064,0,0,-0.600166975,8,2,17
353,-0.694401605,-0.53746615,0,-0.280492667,1,1,-0.658772965,26,2,126
354,0.143293725,-0.569035602,0,-0.153367912,1,0,0.790177147,71,2,91
355,-0.100049541,0.756881361,0,-0.197459283,0,1,-0.526500782,142,2,186
356,-0.248804275,-0.569035602,0,-0.233182948,0,1,-0.191609413,66,2,74
357,-0.1757872,-0.569035602,0,-0.42145632,1,0,-0.289451196,110,3,134
358,-0.217759194,-0.569035602,0,-0.314928993,1,1,-0.619636252,162,3,45
359,-0.120015908,-0.569035602,0,-0.145000207,0,0,-0.261807796,175,2,8
360,0.031543922,-0.560638128,0,-0.278561658,0,0,-0.713762524,50,1,54
361,0.031543922,-0.569035602,0,-0.223527903,1,0,-0.663082957,59,1,128
362,0.031543922,-0.541065068,0,-0.314607158,1,1,-0.144397657,162,2,23
363,-0.350154972,-0.569035602,0,-0.179436533,1,0,-0.516295513,213,2,91
364,-0.004628843,-0.569035602,0,-0.385410819,1,0,-0.793621235,242,2,91
365,-0.052476417,-0.253341087,0,-0.395065864,0,1,-0.143902255,61,2,159
366,-0.375918598,-0.063924378,0,-0.229642765,0,0,-0.618150047,189,1,99
367,0.147396161,-0.569035602,0,-0.141460024,0,1,-0.158962459,88,2,64
368,-0.066160824,-0.569035602,0,-0.299480922,0,0,-0.308970013,128,3,140
369,-0.186062165,-0.569035602,0,-0.283389181,1,0,-0.598730311,35,2,91
370,-0.350154972,-0.569035602,0,-0.22932093,0,1,-0.716982633,54,2,80
371,-0.1757872,-0.505896699,0,-0.141460024,0,0,-0.617654646,12,1,54
372,0.067142517,-0.411188344,1,-0.19263176,1,1,-0.570393349,61,3,144
373,-0.394710274,0.851589716,0,-0.144034702,0,1,0.69788386,41,3,183
374,-0.33816056,0.220200686,0,-0.313963489,0,1,-0.678390862,147,2,27
375,-0.086921047,0.251770137,0,-0.179114698,1,0,-0.077122142,191,2,45
376,-0.4175309,0.31490904,0,-0.148218555,1,1,1.438211762,110,2,106
377,-0.422115813,0.504325749,1,-0.283389181,1,0,0.494372951,188,2,9
378,-0.30899196,-0.158632732,0,-0.457823655,1,0,-0.798377089,212,2,41
379,-0.422115813,0.599034104,0,-0.327158716,1,1,-0.620082113,125,2,158
380,-0.33816056,-0.569035602,0,-0.38476715,1,0,0.040387078,220,2,121
381,-0.052476417,-0.544032596,0,-0.339710275,0,1,-0.232925893,49,2,184
382,-0.052476417,-0.552272223,0,-0.415019623,0,1,-0.798525709,175,2,162
383,-0.366729218,0.188631234,0,-0.359020364,1,1,-0.586246195,223,3,150
384,-0.269556912,0.472756298,0,-0.442053748,1,0,-0.841328393,23,2,2
385,-0.291714287,-0.537560859,1,-0.332308074,1,0,-0.088120054,3,3,157
386,-0.052476417,-0.550599042,0,-0.337779266,0,1,-0.739721559,236,2,192
387,-0.052476417,-0.556691946,0,-0.367388069,0,1,-0.78514987,133,3,59
388,-0.448957674,-0.221771635,0,-0.366422565,0,1,0.516913716,241,3,82
389,-0.120657217,-0.569035602,0,-0.27598698,0,1,-0.23896979,77,1,62
390,-0.422115813,-0.190202184,0,-0.404720909,0,1,-0.801299957,221,2,185
391,-0.100323991,-0.569035602,1,-0.30334294,1,1,-0.254574936,122,2,94
392,-0.349510519,0.346478492,0,2.755053384,1,1,1.726584936,111,2,85
393,-0.066160824,-0.569035602,0,-0.276630649,1,0,0.751833076,202,3,85
394,-0.485477212,0.378047943,0,0.502209623,0,0,0.610098726,164,3,188
395,-0.248804275,-0.569035602,0,-0.419847146,1,1,0.600884259,4,3,125
396,-0.386163679,2.524770646,0,-0.170103323,0,1,-0.466359048,29,3,84
397,-0.49668871,0.441186846,0,-0.313963489,0,1,-0.52580722,225,2,142
398,0.018598044,-0.569035602,0,-0.169781488,0,0,-0.587385618,60,2,5
399,-0.133784489,-0.442757796,0,-0.349365319,1,0,-0.272508467,126,3,91
400,-0.463901524,1.672395455,1,-0.252493038,1,0,0.387514862,110,2,106
401,-0.354399792,-0.569035602,0,-0.42950219,0,0,-0.318580801,175,3,107
402,-0.410288356,0.220200686,0,-0.305595783,1,0,0.263714044,143,3,33
403,-0.515331934,0.535895201,1,-0.313641654,1,0,-0.731052034,213,2,9
404,-0.515331934,0.535895201,1,-0.313641654,1,0,-0.731052034,213,2,9
405,-0.106097638,-0.569035602,0,-0.32941156,0,1,0.003776912,106,2,119
406,-0.23079332,-0.569035602,0,-0.277596154,0,0,-0.061566537,185,1,124
407,-0.340170099,-0.569035602,0,-0.262148082,1,0,-0.162182568,224,2,41
408,-0.204079651,-0.569035602,0,-0.333595413,1,0,-0.240010133,7,2,157
409,-0.463901524,1.293562037,0,-0.407295587,0,0,-0.808483278,143,3,67
410,-0.515331934,-0.063924378,0,-0.164310296,1,0,-0.639006448,167,1,78
411,-0.812327077,0.157061783,0,-0.294975234,1,0,-0.284943043,258,3,145
412,-0.463901524,-0.000785475,0,-0.295940739,0,1,0.600091617,219,2,33
413,-0.235406095,-0.569035602,0,-0.155298921,0,1,0.102510417,88,3,158
414,-0.776781857,-0.569035602,0,-0.204217814,0,1,0.54237735,223,3,150
415,-0.106097638,-0.540875651,0,-0.404077239,1,1,-0.82641681,230,3,45
416,-0.266088214,-0.569035602,0,-0.289825877,0,1,0.720176924,97,1,99
417,-0.219942926,-0.569035602,0,-0.308492297,0,1,-0.741604084,181,2,75
418,-0.31815468,-0.569035602,0,-0.23060827,0,0,-0.562813707,238,2,174
419,-0.417757101,-0.569035602,0,-0.255711386,0,0,-0.546762701,181,2,75
420,-0.701241672,-0.569035602,0,-0.184264055,0,1,-0.156485452,52,3,75
421,-0.923711668,3.02988187,0,-0.141460024,1,0,1.596046658,209,3,66
422,-0.411822633,-0.569035602,0,-0.151115068,0,0,-0.221085799,231,2,177
423,-0.477058654,-0.569035602,0,-0.322009359,0,0,-0.749877288,184,1,34
424,-0.296139261,-0.158632732,0,-0.319434681,1,1,0.726518063,142,3,186
425,0.108840538,-0.569035602,0,-0.235435792,0,0,0.358831119,125,2,160
426,-0.589904831,4.040104318,0,-0.262148082,1,0,-0.661200432,114,3,180
427,-0.291714287,-0.569035602,0,-0.439800905,0,1,-0.220243616,175,2,104
428,-0.321238255,-0.541065068,0,-0.295297069,0,0,-0.675963395,239,1,54
429,-0.56602286,0.125492331,0,-0.315572663,0,1,0.121533833,175,3,40
430,-0.261570315,-0.569035602,0,-0.332951743,0,1,-0.669969037,133,1,99
431,-0.321238255,-0.569035602,0,-0.436904391,0,1,0.861465413,257,2,104
432,-0.291714287,-0.569035602,0,-0.377043114,0,0,-0.746013157,149,2,104
433,-0.48605806,-0.569035602,0,-0.231251939,0,0,-0.471758924,78,2,0
434,-0.613295595,0.188631234,0,-0.386054489,0,1,-0.751908434,98,2,103
435,-0.511584752,0.251770137,0,-0.223527903,1,0,0.135999554,209,2,46
436,-0.23079332,-0.569035602,0,-0.261504413,1,0,-0.051955749,47,2,45
437,-0.55210331,0.441186846,0,-0.348399815,0,1,0.358335718,84,2,33
438,-0.235406095,-0.569035602,0,-0.244447167,1,0,-0.203796289,65,3,91
439,-0.291714287,-0.569035602,0,-0.32941156,0,1,-0.152769941,124,2,99
440,-0.56107383,0.630603555,0,-0.141460024,0,1,-0.064885727,29,2,96
441,-0.536586409,0.756881361,0,-0.406973753,1,1,-0.201170661,240,2,37
442,-0.48605806,-0.253341087,0,-0.444950262,1,0,-0.844548502,179,1,28
443,-0.713424547,-0.379618893,0,-0.221596895,1,0,-0.200179858,242,3,91
444,-0.120657217,-0.127063281,0,-0.318147341,1,1,0.136693116,176,3,82
445,-0.350154972,-0.569035602,0,-0.216447537,0,0,-0.68126419,16,2,177
446,-0.212456319,-0.569035602,0,-0.411801275,0,1,-0.821512336,97,2,126
447,-0.56107383,-0.190202184,0,-0.27469964,0,0,-0.203003646,252,1,107
448,-0.321238255,-0.569035602,0,-0.232861113,0,1,-0.696423474,115,2,104
449,-0.291714287,-0.543874749,0,-0.428858521,0,1,-0.776628966,232,2,33
450,-0.608548055,-0.032354926,0,-0.370606418,1,1,-0.806699833,99,2,149
451,-0.631555364,0.188631234,0,4.042392676,1,0,2.878195107,144,2,49
452,-0.411822633,-0.569035602,0,-0.368353574,1,1,-0.79535514,185,3,129
453,-0.608548055,-0.221771635,0,-0.25667689,0,0,-0.720499983,118,1,46
454,-0.291714287,-0.569035602,0,3.076888207,0,1,1.750215584,1,2,62
455,-0.585057592,0.693742458,0,-0.3667444,1,1,0.844324523,65,3,172
456,-0.48605806,-0.569035602,0,-0.307204957,0,0,-0.269337898,3,2,177
457,-0.48605806,0.157061783,0,-0.397640543,1,0,0.33505185,249,2,115
458,-0.48605806,-0.569035602,0,-0.174930845,0,0,-0.350336033,205,2,91
459,-0.291714287,-0.569035602,0,-0.171712497,0,1,0.67024046,115,2,94
460,-0.291714287,-0.542327846,0,-0.387341828,0,0,0.257323365,73,3,51
461,-0.459995308,-0.569035602,0,-0.141460024,0,0,1.046002447,64,3,62
462,-0.23079332,-0.569035602,0,2.433218561,1,0,0.846107969,163,2,157
463,-0.23079332,-0.095493829,0,-0.158517269,1,0,0.951281693,128,3,140
464,-0.536586409,0.062353428,0,-0.438513565,0,1,-0.806402592,66,2,14
465,-0.291714287,-0.569035602,0,-0.380905132,1,0,-0.772120813,61,2,99
466,-0.261570315,-0.569035602,0,-0.300124591,1,1,-0.727386063,228,3,94
467,-0.106097638,-0.550441195,0,-0.441410079,0,0,-0.814081314,145,2,57
468,-0.608548055,-0.032354926,0,-0.212907354,1,0,0.235426622,29,2,168
469,-0.585057592,0.820020264,0,-0.141460024,0,1,-0.368963126,90,2,21
470,-0.459995308,-0.544064166,0,-0.400215221,0,0,-0.784208608,38,1,99
471,-0.907031275,-0.569035602,1,-0.264722761,1,0,-0.23520474,189,3,89
472,0.07107793,-0.569035602,1,-0.385410819,1,1,-0.275530416,185,3,184
473,-0.689857858,3.124590224,0,-0.347112476,0,1,0.026961699,138,3,112
474,-0.668074902,0.535895201,0,-0.288538538,0,0,-0.604278807,111,1,45
475,-0.423432414,-0.569035602,0,-0.298515417,1,0,-0.734123523,50,2,166
476,-0.23079332,-0.553250876,0,-0.202930475,0,0,-0.564547612,109,1,54
477,-0.502233514,-0.554134821,0,-0.427893016,1,0,-0.847421831,172,2,160
478,-0.527427508,-0.569035602,0,-0.22932093,1,0,-0.720549524,84,2,177
479,-0.623127056,0.125492331,0,-0.19327543,0,0,-0.624887507,130,2,33
480,-0.599942753,-0.569035602,1,-0.296262573,1,1,-0.657831702,119,2,175
481,-0.366729218,-0.190202184,0,-0.263113587,0,0,-0.059981253,25,3,168
482,-0.396054523,-0.544348291,0,-0.316860002,1,1,-0.390414009,47,2,116
483,-0.596114164,-0.000785475,0,-0.141460024,0,1,-0.077964325,25,2,55
484,-0.441954074,-0.569035602,0,-0.351296328,0,1,-0.175806108,94,2,77
485,-0.433385238,-0.569035602,0,-0.257642395,0,0,-0.735560187,184,1,34
486,-0.355489002,-0.569035602,0,-0.235435792,0,0,0.326530946,182,2,160
487,-0.153699499,-0.569035602,0,-0.244125332,0,0,-0.211475011,8,2,74
488,-0.438396859,-0.569035602,0,-0.228677261,0,0,-0.593578136,145,3,33
489,-0.680231252,1.482978746,0,-0.40343357,1,0,-0.070037902,14,2,84
490,-0.612881148,-0.569035602,0,1.789548915,0,0,1.096186612,61,2,33
491,-0.701764175,1.198853683,0,-0.243481662,0,1,0.986356114,162,3,82
492,-0.411333221,-0.569035602,0,-0.235435792,1,0,-0.520704585,134,2,5
493,-0.516293452,0.441186846,0,-0.409226596,1,0,-0.329875953,188,2,11
494,-1.024189879,-0.158632732,0,-0.25732056,0,1,-0.679282584,209,3,156
495,-1.038648238,-0.569035602,0,-0.351296328,0,1,-0.779551834,209,3,164
496,-0.355489002,-0.569035602,0,-0.432720538,0,1,-0.83008278,45,2,159
497,-0.635799334,-0.127063281,0,-0.30334294,0,0,-0.736897771,84,1,166
498,-0.40559814,-0.095493829,0,-0.290469547,0,0,-0.753345098,16,3,33
499,-0.438396859,-0.569035602,0,-0.39410036,1,1,-0.765234733,29,3,27
500,-0.565590824,-0.127063281,0,-0.289825877,1,0,-0.240505535,249,3,38
501,-0.333521442,-0.569035602,0,-0.350008989,0,1,-0.372034615,241,2,77
502,-0.414965138,-0.538949914,1,-0.441731913,1,0,-0.793819396,136,2,159
503,-0.589481681,-0.549778236,0,-0.300446426,1,0,-0.691221759,122,1,129
504,-0.794980296,-0.253341087,0,-0.296584408,0,0,-0.574951042,66,1,33
505,-0.612881148,0.030783977,0,-0.245734506,1,0,-0.662835257,23,2,33
506,-0.411333221,-0.554892487,0,-0.291435051,0,0,-0.09371809,61,3,104
507,-0.435257008,-0.569035602,0,-0.191344421,0,1,-0.115119432,88,3,126
508,-0.565590824,0.251770137,0,-0.194562769,1,0,-0.147023284,190,2,16
509,-0.445910157,-0.569035602,0,0.180374799,1,0,-0.247441155,128,2,140
510,-0.538308871,-0.569035602,0,-0.386054489,0,0,-0.834640474,31,2,177
511,-0.46182858,-0.505896699,0,-0.449455949,0,0,-0.862432494,205,3,104
512,-0.444766714,-0.253341087,0,-0.253136707,1,0,-0.747747062,68,2,41
513,-0.43255362,-0.55763903,0,-0.365778895,0,0,-0.213258456,168,2,129
514,-0.759373747,0.820020264,0,0.502209623,1,0,2.282524424,156,3,112
515,0.254246217,-0.569035602,0,-0.363526051,1,1,0.335547252,249,3,38
516,-0.692905301,0.09392288,0,-0.153367912,1,1,0.238894432,131,3,27
517,-0.584323469,-0.569035602,0,-0.141460024,0,1,0.222496645,169,3,47
518,-0.483104582,-0.095493829,0,0.502209623,1,0,1.508905546,110,2,106
519,-0.949763055,0.662173007,0,-0.36545706,1,0,-0.73991972,96,3,9
520,-0.582339709,-0.569035602,0,-0.163666626,1,0,-0.464674683,78,2,107
521,-0.628948134,-0.253341087,0,-0.193597265,0,0,0.411541831,99,2,25
522,-0.673658986,-0.284910538,0,3.076888207,0,0,1.387185414,31,2,99
523,-0.603254357,-0.569035602,0,-0.341319449,0,0,-0.762807266,143,2,141
524,-0.695327088,-0.158632732,0,-0.259251569,0,0,0.512752344,78,3,99
525,-0.508692021,-0.542327846,0,-0.352905502,0,1,-0.756614748,231,2,192
526,-0.455245548,-0.569035602,0,-0.437869896,0,0,-0.79183779,152,3,118
527,-0.692905301,-0.158632732,0,3.39872303,1,0,2.295949803,111,2,9
528,-0.731043741,0.567464652,0,-0.272446797,0,0,-0.152968102,128,2,179
529,-0.755418442,1.76710381,0,-0.141460024,0,0,0.202036565,164,3,188
530,-0.775404911,0.72531191,0,1.789548915,0,0,0.519242103,175,2,12
531,-0.530952156,-0.569035602,0,-0.196815613,0,0,0.45236291,184,2,174
532,-0.735012258,0.599034104,0,-0.329089725,0,1,-0.708758969,142,2,136
533,-0.430306411,-0.569035602,0,-0.251527533,1,0,-0.381050921,72,3,179
534,-0.794980296,0.188631234,0,-0.27534331,0,1,0.085864929,16,3,130
535,-0.248804275,-0.569035602,0,-0.141460024,0,0,0.585080954,204,2,131
536,-0.832931464,-0.253341087,0,-0.280170832,0,1,-0.154850627,16,2,122
537,-0.736447643,-0.569035602,0,-0.374146601,1,0,0.071993689,161,3,175
538,-0.692905301,-0.569035602,0,-0.35741119,1,1,-0.211722712,229,2,126
539,-0.626370547,-0.505896699,0,3.076888207,0,0,1.004289646,39,2,166
540,-0.735012258,0.820020264,0,1.789548915,1,0,1.968291295,8,2,33
541,-0.92389936,-0.543937888,0,-0.444628427,0,0,-0.21127685,60,1,33
542,-0.350154972,-0.569035602,0,-0.250883863,0,0,-0.543245351,66,1,99
543,-0.735012258,0.283339589,0,3.076888207,1,0,1.753683394,257,2,139
544,-0.513343386,0.94629807,0,-0.32072202,1,1,0.233940418,1,3,46
545,-0.555555463,-0.538886776,0,-0.445593931,0,1,-0.855397794,1,2,159
546,-0.50583218,-0.538413234,0,-0.309779636,1,0,-0.711087356,6,3,128
547,-0.530952156,-0.569035602,0,-0.343572292,1,0,-0.748638785,180,3,92
